column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
25735,4,4,Shipping on time,0,2016-04-25 06:41:00.0000000,Standard Class,USCA,32628
25736,4,4,Shipping on time,0,2016-08-08 17:55:00.0000000,Standard Class,USCA,39853
25737,3,4,Advance shipping,0,2016-08-13 06:42:00.0000000,Standard Class,USCA,40232
25738,4,4,Shipping on time,0,2016-05-10 07:32:00.0000000,Standard Class,USCA,33658
25739,2,4,Advance shipping,0,2016-04-04 22:18:00.0000000,Standard Class,USCA,31371
25740,3,4,Advance shipping,0,2016-07-18 00:05:00.0000000,Standard Class,USCA,38432
25741,2,4,Advance shipping,0,2016-08-08 23:32:00.0000000,Standard Class,USCA,40006
25742,5,4,Late delivery,1,2016-06-09 21:20:00.0000000,Standard Class,USCA,35684
25743,5,4,Late delivery,1,2016-08-04 12:09:00.0000000,Standard Class,USCA,39494
25744,4,4,Shipping on time,0,2016-05-12 08:35:00.0000000,Standard Class,USCA,33798
25745,2,4,Advance shipping,0,2016-06-09 18:21:00.0000000,Standard Class,USCA,35881
25837,5,4,Late delivery,1,2016-07-06 23:14:00.0000000,Standard Class,USCA,37539
25838,5,4,Late delivery,1,2016-06-15 15:43:00.0000000,Standard Class,USCA,36079
25839,3,4,Advance shipping,0,2016-07-12 07:27:00.0000000,Standard Class,USCA,38042
25840,5,4,Late delivery,1,2016-05-04 05:58:00.0000000,Standard Class,USCA,33174
25841,3,4,Advance shipping,0,2016-08-11 03:54:00.0000000,Standard Class,USCA,40087
25842,3,4,Advance shipping,0,2016-04-19 15:58:00.0000000,Standard Class,USCA,32312
25843,5,4,Late delivery,1,2016-06-30 16:35:00.0000000,Standard Class,USCA,37109
25844,2,4,Advance shipping,0,2016-06-02 23:27:00.0000000,Standard Class,USCA,35416
25845,6,4,Late delivery,1,2016-04-12 06:32:00.0000000,Standard Class,USCA,31600
25846,6,4,Late delivery,1,2016-04-15 01:06:00.0000000,Standard Class,USCA,31790
25885,2,1,Late delivery,1,2016-05-11 22:46:00.0000000,First Class,USCA,33907
26031,1,0,Late delivery,1,2016-06-10 07:03:00.0000000,Same Day,USCA,36020
26032,1,0,Late delivery,1,2016-06-03 10:23:00.0000000,Same Day,USCA,35550
26033,0,0,Shipping on time,0,2016-05-01 15:31:00.0000000,Same Day,USCA,33304
26034,0,0,Shipping on time,0,2016-05-12 19:11:00.0000000,Same Day,USCA,34068
26035,1,0,Late delivery,1,2016-08-22 10:38:00.0000000,Same Day,USCA,41031
26036,1,0,Late delivery,1,2016-07-30 05:56:00.0000000,Same Day,USCA,39442
26037,0,0,Shipping on time,0,2016-04-20 15:21:00.0000000,Same Day,USCA,32550
26038,0,0,Shipping on time,0,2016-04-27 16:34:00.0000000,Same Day,USCA,33033
26039,0,0,Shipping on time,0,2016-06-01 13:54:00.0000000,Same Day,USCA,35423
26040,0,0,Shipping on time,0,2016-06-29 22:16:00.0000000,Same Day,USCA,37365
26041,0,0,Shipping on time,0,2016-07-12 19:58:00.0000000,Same Day,USCA,38249
26042,1,0,Late delivery,1,2016-08-01 10:29:00.0000000,Same Day,USCA,39592
26043,0,0,Shipping on time,0,2016-08-25 20:58:00.0000000,Same Day,USCA,41266
26044,0,0,Shipping on time,0,2016-05-10 16:02:00.0000000,Same Day,USCA,33922
26045,1,0,Late delivery,1,2016-06-03 10:44:00.0000000,Same Day,USCA,35551
26046,0,0,Shipping on time,0,2016-06-06 15:49:00.0000000,Same Day,USCA,35771
26047,0,0,Shipping on time,0,2017-01-04 17:58:00.0000000,Same Day,USCA,50300
26048,0,0,Shipping on time,0,2016-06-21 18:25:00.0000000,Same Day,USCA,36806
26049,0,0,Shipping on time,0,2016-08-24 17:59:00.0000000,Same Day,USCA,41189
5176,6,2,Late delivery,1,2016-08-30 23:51:00.0000000,Second Class,USCA,41240
5177,6,2,Late delivery,1,2016-05-29 20:39:00.0000000,Second Class,USCA,34860
5178,3,2,Late delivery,1,2016-06-17 08:22:00.0000000,Second Class,USCA,36332
5179,5,2,Late delivery,1,2016-06-09 14:20:00.0000000,Second Class,USCA,35664
5180,4,2,Late delivery,1,2016-08-16 02:51:00.0000000,Second Class,USCA,40358
5181,2,2,Shipping on time,0,2016-06-04 10:29:00.0000000,Second Class,USCA,35516
5182,5,2,Late delivery,1,2016-05-31 07:52:00.0000000,Second Class,USCA,35029
5183,3,2,Late delivery,1,2016-04-17 13:10:00.0000000,Second Class,USCA,32167
5184,6,2,Late delivery,1,2016-05-21 19:58:00.0000000,Second Class,USCA,34310
5185,3,2,Late delivery,1,2016-06-06 23:37:00.0000000,Second Class,USCA,35622
5186,3,2,Late delivery,1,2016-05-20 16:27:00.0000000,Second Class,USCA,34437
5187,3,2,Late delivery,1,2016-08-22 20:11:00.0000000,Second Class,USCA,40887
5188,4,2,Late delivery,1,2016-06-22 23:04:00.0000000,Second Class,USCA,36648
5189,6,2,Late delivery,1,2016-05-18 18:23:00.0000000,Second Class,USCA,34100
5190,3,2,Late delivery,1,2016-07-22 10:56:00.0000000,Second Class,USCA,38737
5191,3,2,Late delivery,1,2016-06-13 09:46:00.0000000,Second Class,USCA,36062
5192,3,2,Late delivery,1,2016-05-27 20:08:00.0000000,Second Class,USCA,34927
5193,4,2,Late delivery,1,2016-08-01 16:00:00.0000000,Second Class,USCA,39368
5194,5,2,Late delivery,1,2016-05-21 14:53:00.0000000,Second Class,USCA,34364
5195,4,2,Late delivery,1,2016-05-19 01:45:00.0000000,Second Class,USCA,34258
5196,3,2,Late delivery,1,2016-05-06 02:07:00.0000000,Second Class,USCA,33437
5197,3,2,Late delivery,1,2016-07-17 06:34:00.0000000,Second Class,USCA,38382
5198,2,2,Shipping on time,0,2016-06-28 09:03:00.0000000,Second Class,USCA,37156
5199,2,2,Shipping on time,0,2016-04-17 04:35:00.0000000,Second Class,USCA,32211
5200,6,2,Late delivery,1,2016-05-14 19:48:00.0000000,Second Class,USCA,33830
5201,3,2,Late delivery,1,2016-05-15 19:05:00.0000000,Second Class,USCA,34102
5202,6,2,Late delivery,1,2016-06-29 08:52:00.0000000,Second Class,USCA,36950
5203,6,2,Late delivery,1,2016-06-17 16:36:00.0000000,Second Class,USCA,36150
5204,2,2,Shipping on time,0,2016-05-03 23:29:00.0000000,Second Class,USCA,33361
5205,3,2,Late delivery,1,2016-05-24 18:33:00.0000000,Second Class,USCA,34717
5206,4,2,Late delivery,1,2016-05-21 02:48:00.0000000,Second Class,USCA,34398
5207,2,2,Shipping on time,0,2016-04-14 04:46:00.0000000,Second Class,USCA,32006
5208,6,2,Late delivery,1,2016-04-10 17:45:00.0000000,Second Class,USCA,31495
5209,4,2,Late delivery,1,2016-08-11 21:15:00.0000000,Second Class,USCA,40068
5210,4,2,Late delivery,1,2016-05-12 19:06:00.0000000,Second Class,USCA,33828
5211,2,2,Shipping on time,0,2016-05-03 12:59:00.0000000,Second Class,USCA,33331
5212,6,2,Late delivery,1,2016-07-31 06:23:00.0000000,Second Class,USCA,39135
5213,2,2,Shipping on time,0,2016-07-31 12:20:00.0000000,Second Class,USCA,39426
5214,3,2,Late delivery,1,2016-04-22 14:03:00.0000000,Second Class,USCA,32512
5215,2,2,Shipping on time,0,2016-04-16 04:04:00.0000000,Second Class,USCA,32141
5216,5,2,Late delivery,1,2016-05-01 07:54:00.0000000,Second Class,USCA,32974
5217,6,2,Late delivery,1,2016-05-07 10:52:00.0000000,Second Class,USCA,33325
5218,2,2,Shipping on time,0,2016-05-25 21:00:00.0000000,Second Class,USCA,34861
5219,2,2,Shipping on time,0,2016-08-07 19:30:00.0000000,Second Class,USCA,39926
5220,4,2,Late delivery,1,2016-04-27 18:15:00.0000000,Second Class,USCA,32798
5221,4,2,Late delivery,1,2016-06-08 01:43:00.0000000,Second Class,USCA,35628
5222,2,2,Shipping on time,0,2016-04-10 13:11:00.0000000,Second Class,USCA,31756
5223,6,2,Late delivery,1,2016-05-15 09:49:00.0000000,Second Class,USCA,33870
5224,6,2,Late delivery,1,2016-04-13 21:04:00.0000000,Second Class,USCA,31710
5225,3,2,Late delivery,1,2016-06-01 08:44:00.0000000,Second Class,USCA,35237
5226,4,2,Late delivery,1,2016-06-24 22:22:00.0000000,Second Class,USCA,36783
5227,3,2,Late delivery,1,2016-06-03 16:47:00.0000000,Second Class,USCA,35397
5228,5,2,Late delivery,1,2016-07-05 20:57:00.0000000,Second Class,USCA,37464
5229,6,2,Late delivery,1,2016-04-08 23:42:00.0000000,Second Class,USCA,31375
5230,5,2,Late delivery,1,2016-06-28 06:46:00.0000000,Second Class,USCA,36944
5231,6,2,Late delivery,1,2016-08-04 15:29:00.0000000,Second Class,USCA,39435
5232,6,2,Late delivery,1,2016-04-25 15:06:00.0000000,Second Class,USCA,32515
5233,6,2,Late delivery,1,2016-05-13 01:45:00.0000000,Second Class,USCA,33710
5234,4,2,Late delivery,1,2016-07-20 09:43:00.0000000,Second Class,USCA,38528
5235,3,2,Late delivery,1,2016-06-13 04:31:00.0000000,Second Class,USCA,36047
5236,4,2,Late delivery,1,2016-07-10 16:44:00.0000000,Second Class,USCA,37863
5237,5,2,Late delivery,1,2016-04-07 04:05:00.0000000,Second Class,USCA,31319
5238,5,2,Late delivery,1,2016-08-15 17:55:00.0000000,Second Class,USCA,40264
5239,3,2,Late delivery,1,2016-06-16 18:21:00.0000000,Second Class,USCA,36292
5240,2,2,Shipping on time,0,2016-08-15 16:41:00.0000000,Second Class,USCA,40466
5241,6,2,Late delivery,1,2016-07-30 04:06:00.0000000,Second Class,USCA,39060
5242,6,2,Late delivery,1,2016-07-28 11:49:00.0000000,Second Class,USCA,38945
5243,2,2,Shipping on time,0,2016-06-02 07:41:00.0000000,Second Class,USCA,35371
5244,6,2,Late delivery,1,2016-05-22 23:59:00.0000000,Second Class,USCA,34390
5245,6,2,Late delivery,1,2016-05-07 07:22:00.0000000,Second Class,USCA,33315
5246,4,2,Late delivery,1,2016-06-27 20:26:00.0000000,Second Class,USCA,36983
5247,5,2,Late delivery,1,2016-05-25 15:14:00.0000000,Second Class,USCA,34639
5248,5,2,Late delivery,1,2016-07-10 11:18:00.0000000,Second Class,USCA,37779
5249,4,2,Late delivery,1,2016-07-14 04:49:00.0000000,Second Class,USCA,38103
5250,4,2,Late delivery,1,2016-05-24 13:07:00.0000000,Second Class,USCA,34633
5251,3,2,Late delivery,1,2016-06-18 19:24:00.0000000,Second Class,USCA,36432
5252,5,2,Late delivery,1,2016-07-14 23:55:00.0000000,Second Class,USCA,38089
5253,6,2,Late delivery,1,2016-06-03 07:30:00.0000000,Second Class,USCA,35165
5254,2,2,Shipping on time,0,2016-04-06 02:20:00.0000000,Second Class,USCA,31451
5255,3,2,Late delivery,1,2016-04-20 20:00:00.0000000,Second Class,USCA,32392
5335,6,2,Late delivery,1,2016-07-07 23:35:00.0000000,Second Class,USCA,37540
5336,2,2,Shipping on time,0,2016-04-23 16:30:00.0000000,Second Class,USCA,32656
5337,2,2,Shipping on time,0,2016-04-05 03:33:00.0000000,Second Class,USCA,31386
5338,5,2,Late delivery,1,2016-10-11 05:45:00.0000000,Second Class,USCA,44134
5339,4,2,Late delivery,1,2016-08-01 23:01:00.0000000,Second Class,USCA,39388
5340,6,2,Late delivery,1,2016-07-11 06:24:00.0000000,Second Class,USCA,37765
5341,6,2,Late delivery,1,2016-05-05 20:20:00.0000000,Second Class,USCA,33215
5342,3,2,Late delivery,1,2016-08-14 05:29:00.0000000,Second Class,USCA,40297
5343,5,2,Late delivery,1,2016-07-05 03:26:00.0000000,Second Class,USCA,37414
5344,4,2,Late delivery,1,2016-08-24 05:17:00.0000000,Second Class,USCA,40913
5345,4,2,Late delivery,1,2016-05-13 17:52:00.0000000,Second Class,USCA,33893
5346,3,2,Late delivery,1,2016-05-12 07:00:00.0000000,Second Class,USCA,33862
5400,6,2,Late delivery,1,2016-08-28 07:02:00.0000000,Second Class,USCA,41055
5401,4,2,Late delivery,1,2016-05-05 20:41:00.0000000,Second Class,USCA,33353
5402,6,2,Late delivery,1,2016-06-10 00:40:00.0000000,Second Class,USCA,35625
5403,2,2,Shipping on time,0,2016-08-22 15:06:00.0000000,Second Class,USCA,40941
5404,5,2,Late delivery,1,2016-05-31 11:22:00.0000000,Second Class,USCA,35039
5405,4,2,Late delivery,1,2016-06-04 17:08:00.0000000,Second Class,USCA,35398
5406,3,2,Late delivery,1,2016-04-08 15:28:00.0000000,Second Class,USCA,31557
5407,6,2,Late delivery,1,2016-05-05 04:34:00.0000000,Second Class,USCA,33170
5408,4,2,Late delivery,1,2016-08-15 05:50:00.0000000,Second Class,USCA,40298
5409,2,2,Shipping on time,0,2016-07-26 09:42:00.0000000,Second Class,USCA,39076
5410,4,2,Late delivery,1,2016-08-10 15:28:00.0000000,Second Class,USCA,39983
5411,4,2,Late delivery,1,2016-05-12 12:05:00.0000000,Second Class,USCA,33808
5412,3,2,Late delivery,1,2016-04-21 06:31:00.0000000,Second Class,USCA,32422
5413,6,2,Late delivery,1,2016-08-15 00:13:00.0000000,Second Class,USCA,40145
5504,3,2,Late delivery,1,2016-04-08 08:27:00.0000000,Second Class,USCA,31537
5505,4,2,Late delivery,1,2016-04-16 05:28:00.0000000,Second Class,USCA,32008
5506,4,2,Late delivery,1,2016-10-13 19:14:00.0000000,Second Class,USCA,44378
5507,3,2,Late delivery,1,2016-10-24 05:54:00.0000000,Second Class,USCA,45162
5508,3,2,Late delivery,1,2016-05-09 08:56:00.0000000,Second Class,USCA,33662
5509,5,2,Late delivery,1,2016-04-16 21:04:00.0000000,Second Class,USCA,31984
5510,3,2,Late delivery,1,2016-06-11 19:14:00.0000000,Second Class,USCA,35952
5511,3,2,Late delivery,1,2016-05-13 12:47:00.0000000,Second Class,USCA,33947
5512,3,2,Late delivery,1,2016-06-04 12:03:00.0000000,Second Class,USCA,35452
5513,4,2,Late delivery,1,2016-07-13 06:03:00.0000000,Second Class,USCA,38038
5514,3,2,Late delivery,1,2017-01-16 11:23:00.0000000,Second Class,USCA,50932
5521,2,2,Shipping on time,0,2016-05-10 11:23:00.0000000,Second Class,USCA,33806
5522,3,2,Late delivery,1,2016-05-01 04:45:00.0000000,Second Class,USCA,33102
5523,2,2,Shipping on time,0,2016-06-01 00:09:00.0000000,Second Class,USCA,35281
5524,4,2,Late delivery,1,2016-07-15 10:36:00.0000000,Second Class,USCA,38188
5533,5,2,Late delivery,1,2016-06-28 10:16:00.0000000,Second Class,USCA,36954
5538,6,2,Late delivery,1,2016-07-12 20:56:00.0000000,Second Class,USCA,37875
22008,2,2,Shipping on time,0,2016-06-30 22:21:00.0000000,Second Class,USCA,37331
22009,4,2,Late delivery,1,2016-06-07 23:58:00.0000000,Second Class,USCA,35623
22010,4,2,Late delivery,1,2016-08-03 18:48:00.0000000,Second Class,USCA,39513
22011,6,2,Late delivery,1,2016-06-21 11:41:00.0000000,Second Class,USCA,36410
22012,4,2,Late delivery,1,2016-04-30 23:19:00.0000000,Second Class,USCA,33018
22013,2,2,Shipping on time,0,2016-06-29 02:34:00.0000000,Second Class,USCA,37206
22014,6,2,Late delivery,1,2016-06-15 20:48:00.0000000,Second Class,USCA,36025
22015,3,2,Late delivery,1,2016-06-03 01:01:00.0000000,Second Class,USCA,35352
22016,4,2,Late delivery,1,2016-06-04 20:38:00.0000000,Second Class,USCA,35408
22017,4,2,Late delivery,1,2016-05-06 08:57:00.0000000,Second Class,USCA,33388
22018,3,2,Late delivery,1,2016-05-26 00:20:00.0000000,Second Class,USCA,34802
22019,5,2,Late delivery,1,2016-08-02 16:21:00.0000000,Second Class,USCA,39369
22020,5,2,Late delivery,1,2016-08-03 06:22:00.0000000,Second Class,USCA,39409
22021,5,2,Late delivery,1,2016-07-26 00:25:00.0000000,Second Class,USCA,38844
22022,4,2,Late delivery,1,2016-07-11 15:31:00.0000000,Second Class,USCA,37928
22023,6,2,Late delivery,1,2016-08-10 01:06:00.0000000,Second Class,USCA,39805
22024,4,2,Late delivery,1,2016-07-01 12:01:00.0000000,Second Class,USCA,37233
22025,6,2,Late delivery,1,2016-06-27 20:05:00.0000000,Second Class,USCA,36845
22026,3,2,Late delivery,1,2016-07-15 19:32:00.0000000,Second Class,USCA,38282
22027,6,2,Late delivery,1,2016-06-10 14:41:00.0000000,Second Class,USCA,35665
22028,5,2,Late delivery,1,2016-08-26 04:25:00.0000000,Second Class,USCA,40979
22029,2,2,Shipping on time,0,2016-04-22 21:13:00.0000000,Second Class,USCA,32601
22030,4,2,Late delivery,1,2016-05-15 04:54:00.0000000,Second Class,USCA,33993
22031,2,2,Shipping on time,0,2016-07-02 19:54:00.0000000,Second Class,USCA,37461
22032,3,2,Late delivery,1,2016-08-24 19:29:00.0000000,Second Class,USCA,41022
22033,4,2,Late delivery,1,2016-07-26 09:21:00.0000000,Second Class,USCA,38938
22034,5,2,Late delivery,1,2016-08-27 20:42:00.0000000,Second Class,USCA,41094
22035,4,2,Late delivery,1,2016-05-13 19:37:00.0000000,Second Class,USCA,33898
22036,4,2,Late delivery,1,2016-07-22 17:46:00.0000000,Second Class,USCA,38688
22037,4,2,Late delivery,1,2016-05-05 10:10:00.0000000,Second Class,USCA,33323
22038,5,2,Late delivery,1,2016-05-14 21:43:00.0000000,Second Class,USCA,33904
22039,5,2,Late delivery,1,2016-08-20 01:16:00.0000000,Second Class,USCA,40559
22040,2,2,Shipping on time,0,2017-01-15 11:02:00.0000000,Second Class,USCA,50931
22041,2,2,Shipping on time,0,2016-04-05 00:03:00.0000000,Second Class,USCA,31376
22042,3,2,Late delivery,1,2016-08-05 00:46:00.0000000,Second Class,USCA,39667
22043,3,2,Late delivery,1,2016-07-11 05:10:00.0000000,Second Class,USCA,37967
22044,3,2,Late delivery,1,2016-05-05 12:06:00.0000000,Second Class,USCA,33397
22045,2,2,Shipping on time,0,2016-04-21 06:41:00.0000000,Second Class,USCA,32491
22046,5,2,Late delivery,1,2016-05-20 02:06:00.0000000,Second Class,USCA,34259
22047,3,2,Late delivery,1,2016-04-26 23:09:00.0000000,Second Class,USCA,32812
22048,4,2,Late delivery,1,2016-05-28 04:43:00.0000000,Second Class,USCA,34883
22049,6,2,Late delivery,1,2016-07-09 19:22:00.0000000,Second Class,USCA,37665
22050,5,2,Late delivery,1,2016-04-27 16:19:00.0000000,Second Class,USCA,32724
22051,6,2,Late delivery,1,2016-05-08 18:24:00.0000000,Second Class,USCA,33415
22052,3,2,Late delivery,1,2016-06-07 11:53:00.0000000,Second Class,USCA,35657
22095,2,2,Shipping on time,0,2016-07-07 08:30:00.0000000,Second Class,USCA,37771
22096,3,2,Late delivery,1,2016-06-12 23:15:00.0000000,Second Class,USCA,36032
22097,5,2,Late delivery,1,2016-07-13 14:38:00.0000000,Second Class,USCA,37994
22098,3,2,Late delivery,1,2016-05-11 11:44:00.0000000,Second Class,USCA,33807
22099,4,2,Late delivery,1,2016-08-12 00:45:00.0000000,Second Class,USCA,40078
22100,6,2,Late delivery,1,2016-04-24 05:49:00.0000000,Second Class,USCA,32420
22101,5,2,Late delivery,1,2016-08-04 05:09:00.0000000,Second Class,USCA,39474
22118,2,2,Shipping on time,0,2016-04-17 11:36:00.0000000,Second Class,USCA,32231
22119,2,2,Shipping on time,0,2016-07-14 20:56:00.0000000,Second Class,USCA,38286
22120,3,2,Late delivery,1,2016-08-12 14:56:00.0000000,Second Class,USCA,40187
22121,6,2,Late delivery,1,2016-07-06 16:03:00.0000000,Second Class,USCA,37450
22122,6,2,Late delivery,1,2016-12-04 16:22:00.0000000,Second Class,USCA,47795
22123,5,2,Late delivery,1,2016-08-06 21:57:00.0000000,Second Class,USCA,39659
22124,5,2,Late delivery,1,2016-08-25 05:38:00.0000000,Second Class,USCA,40914
22149,4,2,Late delivery,1,2016-05-01 11:35:00.0000000,Second Class,USCA,33053
22150,5,2,Late delivery,1,2016-07-03 23:24:00.0000000,Second Class,USCA,37334
22151,5,2,Late delivery,1,2016-05-27 16:16:00.0000000,Second Class,USCA,34779
22166,5,2,Late delivery,1,2016-06-06 12:45:00.0000000,Second Class,USCA,35454
22167,4,2,Late delivery,1,2016-08-25 19:50:00.0000000,Second Class,USCA,41023
22168,6,2,Late delivery,1,2016-08-12 21:25:00.0000000,Second Class,USCA,40000
22169,5,2,Late delivery,1,2016-04-15 10:02:00.0000000,Second Class,USCA,31884
22170,5,2,Late delivery,1,2016-06-26 10:59:00.0000000,Second Class,USCA,36819
1173,3,2,Late delivery,1,2016-04-10 16:31:00.0000000,Second Class,USCA,31697
1174,2,2,Shipping on time,0,2016-06-30 03:05:00.0000000,Second Class,USCA,37276
1175,6,2,Late delivery,1,2016-07-02 17:27:00.0000000,Second Class,USCA,37180
1176,6,2,Late delivery,1,2016-08-22 07:24:00.0000000,Second Class,USCA,40645
17731,2,1,Late delivery,1,2016-05-11 23:28:00.0000000,First Class,USCA,33909
17732,4,4,Shipping on time,0,2016-05-10 11:02:00.0000000,Standard Class,USCA,33668
17733,6,2,Late delivery,1,2016-05-02 08:15:00.0000000,Second Class,USCA,32975
17734,6,4,Late delivery,1,2016-05-01 12:59:00.0000000,Standard Class,USCA,32920
17735,5,2,Late delivery,1,2016-04-20 19:39:00.0000000,Second Class,USCA,32254
17736,2,4,Advance shipping,0,2016-04-16 14:35:00.0000000,Standard Class,USCA,32171
17737,1,0,Late delivery,1,2016-04-11 10:59:00.0000000,Same Day,USCA,31921
17738,6,2,Late delivery,1,2016-04-14 21:35:00.0000000,Second Class,USCA,31780
17930,3,4,Advance shipping,0,2016-10-23 00:07:00.0000000,Standard Class,USCA,45077
17938,3,4,Advance shipping,0,2016-10-05 11:43:00.0000000,Standard Class,USCA,43877
17939,2,2,Shipping on time,0,2016-09-26 08:55:00.0000000,Second Class,USCA,43321
17945,3,4,Advance shipping,0,2016-08-28 14:34:00.0000000,Standard Class,USCA,41282
17946,6,2,Late delivery,1,2016-08-29 19:49:00.0000000,Second Class,USCA,41160
17947,1,0,Late delivery,1,2016-08-06 11:21:00.0000000,Same Day,USCA,39937
17948,3,4,Advance shipping,0,2016-08-03 08:28:00.0000000,Standard Class,USCA,39552
17949,2,1,Late delivery,1,2016-07-27 02:31:00.0000000,First Class,USCA,39124
17950,3,4,Advance shipping,0,2016-07-24 17:14:00.0000000,Standard Class,USCA,38892
17951,3,4,Advance shipping,0,2016-07-14 12:00:00.0000000,Standard Class,USCA,38192
17952,2,1,Shipping canceled,0,2016-07-11 15:51:00.0000000,First Class,USCA,38066
17953,6,4,Late delivery,1,2016-07-04 16:45:00.0000000,Standard Class,USCA,37315
17954,3,4,Advance shipping,0,2016-06-30 20:26:00.0000000,Standard Class,USCA,37257
17955,2,1,Late delivery,1,2016-06-24 08:00:00.0000000,First Class,USCA,36879
17956,5,4,Late delivery,1,2016-06-26 03:58:00.0000000,Standard Class,USCA,36799
17957,6,2,Late delivery,1,2016-06-24 08:00:00.0000000,Second Class,USCA,36605
17958,4,2,Late delivery,1,2016-06-17 18:42:00.0000000,Second Class,USCA,36293
17959,5,4,Late delivery,1,2016-06-15 10:28:00.0000000,Standard Class,USCA,36064
17960,3,4,Advance shipping,0,2016-06-11 12:13:00.0000000,Standard Class,USCA,35932
17961,0,0,Shipping on time,0,2016-06-07 12:08:00.0000000,Same Day,USCA,35829
17962,5,4,Late delivery,1,2016-06-07 06:16:00.0000000,Standard Class,USCA,35504
17963,2,1,Late delivery,1,2016-05-21 11:12:00.0000000,First Class,USCA,34559
17964,2,4,Advance shipping,0,2016-05-19 14:21:00.0000000,Standard Class,USCA,34431
17965,3,4,Advance shipping,0,2016-05-17 11:23:00.0000000,Standard Class,USCA,34217
17966,5,4,Late delivery,1,2016-05-18 01:03:00.0000000,Standard Class,USCA,34119
17967,3,4,Advance shipping,0,2016-05-11 01:14:00.0000000,Standard Class,USCA,33777
17968,2,1,Late delivery,1,2016-05-04 08:36:00.0000000,First Class,USCA,33387
17969,2,1,Late delivery,1,2016-04-30 02:39:00.0000000,First Class,USCA,33096
17970,4,4,Shipping on time,0,2016-04-26 00:12:00.0000000,Standard Class,USCA,32678
17971,5,4,Late delivery,1,2016-04-25 10:01:00.0000000,Standard Class,USCA,32569
17972,2,1,Late delivery,1,2016-04-21 00:02:00.0000000,First Class,USCA,32472
17973,4,4,Shipping on time,0,2016-04-19 21:03:00.0000000,Standard Class,USCA,32258
17974,2,4,Advance shipping,0,2016-04-11 15:28:00.0000000,Standard Class,USCA,31831
17975,2,2,Shipping on time,0,2016-04-07 09:52:00.0000000,Second Class,USCA,31541
17976,0,0,Shipping on time,0,2016-04-04 21:20:00.0000000,Same Day,USCA,31471
17977,2,4,Advance shipping,0,2016-04-04 04:47:00.0000000,Standard Class,USCA,31321
18191,5,4,Late delivery,1,2016-08-28 17:43:00.0000000,Standard Class,USCA,41154
18192,4,4,Shipping on time,0,2016-08-25 11:04:00.0000000,Standard Class,USCA,40998
18193,2,1,Late delivery,1,2016-08-18 14:45:00.0000000,First Class,USCA,40666
18194,4,4,Shipping on time,0,2016-08-19 23:41:00.0000000,Standard Class,USCA,40623
18195,6,4,Late delivery,1,2016-08-19 11:05:00.0000000,Standard Class,USCA,40450
18196,4,4,Shipping on time,0,2016-08-16 09:51:00.0000000,Standard Class,USCA,40378
18197,3,2,Late delivery,1,2016-08-13 03:12:00.0000000,Second Class,USCA,40222
18198,3,2,Late delivery,1,2016-08-10 22:39:00.0000000,Second Class,USCA,40072
18199,3,4,Advance shipping,0,2016-08-09 01:06:00.0000000,Standard Class,USCA,39942
18200,3,4,Advance shipping,0,2016-08-03 17:14:00.0000000,Standard Class,USCA,39577
18201,3,4,Advance shipping,0,2016-07-26 21:48:00.0000000,Standard Class,USCA,39042
18202,6,2,Late delivery,1,2016-07-26 21:16:00.0000000,Second Class,USCA,38835
18203,4,4,Shipping on time,0,2016-07-23 00:47:00.0000000,Standard Class,USCA,38708
18204,3,4,Advance shipping,0,2016-07-19 14:37:00.0000000,Standard Class,USCA,38542
18205,6,4,Late delivery,1,2016-07-13 10:57:00.0000000,Standard Class,USCA,37915
18206,2,1,Late delivery,1,2016-07-06 00:37:00.0000000,First Class,USCA,37680
18207,2,4,Advance shipping,0,2016-07-04 22:42:00.0000000,Standard Class,USCA,37606
18208,6,2,Late delivery,1,2016-07-04 22:00:00.0000000,Second Class,USCA,37330
18209,2,1,Late delivery,1,2016-06-28 09:24:00.0000000,First Class,USCA,37157
18210,2,1,Late delivery,1,2016-06-19 16:14:00.0000000,First Class,USCA,36560
18211,6,4,Late delivery,1,2016-06-20 11:10:00.0000000,Standard Class,USCA,36340
18212,4,2,Late delivery,1,2016-06-11 01:32:00.0000000,Second Class,USCA,35833
18213,2,4,Advance shipping,0,2016-06-08 19:35:00.0000000,Standard Class,USCA,35816
18214,3,4,Advance shipping,0,2016-06-04 05:03:00.0000000,Standard Class,USCA,35432
18215,4,4,Shipping on time,0,2016-05-31 15:02:00.0000000,Standard Class,USCA,35118
18216,2,1,Late delivery,1,2016-05-29 13:17:00.0000000,First Class,USCA,35113
18217,5,4,Late delivery,1,2016-05-20 00:21:00.0000000,Standard Class,USCA,34254
18218,5,4,Late delivery,1,2016-05-16 17:31:00.0000000,Standard Class,USCA,34029
18219,5,4,Late delivery,1,2016-05-09 13:51:00.0000000,Standard Class,USCA,33539
18220,2,1,Late delivery,1,2016-05-03 06:40:00.0000000,First Class,USCA,33313
18221,2,4,Advance shipping,0,2016-05-03 00:43:00.0000000,Standard Class,USCA,33296
18222,6,4,Shipping canceled,0,2016-05-06 22:37:00.0000000,Standard Class,USCA,33290
18223,5,4,Late delivery,1,2016-04-30 02:07:00.0000000,Standard Class,USCA,32889
18224,2,4,Advance shipping,0,2016-04-23 20:00:00.0000000,Standard Class,USCA,32666
